,userName,score,at,content,clean_teks,polarity_score,polarity
490,Salman Alfarisi,3,2023-09-22T21:34:29.000,"Saya sebagai kreator pembuatan animasi, menyarankan agar capcut menambahkan fitur untuk menarik objek yang bisa di gunakan pada bingkai utama dan overlay","saya,buat,saran,agar,tambah,tarik,yang,guna,pada",-5,negative
491,Dzepro?,4,2023-10-21T18:12:22.000,"Mantap ! Cuma saya butuh banget nih tolong masukin ke capcut, efek² baru sama nge group in media. dari media yang banyak dijadiin satu perintah jadi gerakannya sama semua satu grup. Inimah tolong banget sih","mantap,cuma,saya,butuh,tolong,efek,sama,dari,yang,banyak,satu,jadi,sama,semua,satu,grup,tolong",-6,negative
492,Arifin Bae,2,2023-10-31T23:07:44.000,"Banyak bug, terutama saat mengEkspor video sering mentok di 99℅, tolong perbaiki secepatnya demi kenyamanan pengguna!","banyak,sering,mentok,tolong,baik,cepat,nyaman,guna",10,positive
493,Ahyani Siswo,3,2023-10-06T11:57:21.000,Aplikasi nya sih bagus banget tapi pas aku mau nonton fidio itu kebanyakan muter2 terus. Terus pas aku mau ngedit memuatnya tu lama jadi pas pakek ini tu habisin pulsa tapi menurut ku bagus kok aku kasih reting 3,"aplikasi,bagus,pas,aku,mau,itu,banyak,pas,aku,mau,lama,jadi,pas,pulsa,turut,bagus,aku,kasih",19,positive
494,Aqila Inass Tsuroya,4,2023-10-30T16:48:35.000,"Sebenar nya sih bgus bgt ya,tp klo di update menginstal nyaa setengah jam,trs sring ngelag,memori jd penuhh, kdg bisa tiba"" ke luar sndiri, berhenti sndiri,klo ngeekspor lama pke bngt smpe ketiduran😅","benar,bagus,kalau,terbaru,tengah,jadi,sendiri,henti,lama,tidur",2,positive
495,Ocha Auliviq,1,2023-09-08T18:20:36.000,"Makin update makin ngelag , Vidio yang diekspor patah² terus nge lag , padahal tadinya ngg ,,, BTW INI YAHHHH!!! KOK GAK BISAA MASUK KETEMPLAT NYA , LOADING DARI TDI MASEHHH 0 MULU ANJ, padahal wifi/data lancar gimana sih toll","makin,terbaru,makin,yang,patah,dari,melulu,anjing,lancar",-7,negative
496,reny rahayu,1,2023-10-20T16:39:46.000,Kenapa ya kan waktu itu sya mau Download cap cut tp malah ga bisa.. Malah muncul tulisan.. Tidak bisa mendownload silakan cari cara umum untuk memperbaiki..trz sya cara di youtube buat memperbaiki ttep ga bisa..,"itu,mau,tidak,muncul,tidak,sila,cari,umum,buat,baik,tidak",-8,negative
497,Laes hilifilfuzul,1,2023-10-24T14:39:33.000,"Capcut makin di update makin jelek!! Aku pake templat, tapi pas mau di pratinjau tidak bisa. Angkanya di 0% terus, nggak nambah"".. Tolong di perbaiki lagi!!!","makin,terbaru,makin,jelek,aku,pas,mau,tidak,tidak,tolong,baik,lagi",1,positive
498,Faris abdul Hakim,5,2023-10-24T17:31:41.000,Kalau bisa saat mau memulai proyek ada fitur ganti penyimpanan karena penyimpanan internal saya sedikit dan harusnya bisa di ganti di penyimpanan eksternal saja,"kalau,mau,mulai,ada,ganti,simpan,karena,simpan,saya,sedikit,harus,ganti,simpan,saja",-12,negative
499,Dadank77 D2nk,4,2023-09-28T21:44:59.000,"Kalau bisa cloning voice, jadi bisa cloning suara kita sendiri, pasti banyak tu yang berlangganan, apalagi pengguna voice over di Indonesia banyak, pasarnya pasti bagus.","kalau,jadi,suara,sendiri,pasti,banyak,yang,langgan,guna,banyak,pasti,bagus",11,positive
500,Hengki Kurnaiwan,3,2023-09-21T16:09:45.000,apk nya bagus saya sudah menggunakan apk ini cukup lama cuma sekarang pas saya update malah jadi lemot dan lelet padahal jaringan data saya bagus dan ruangan saya cukup saya mau capcut ini di lebih lancar kan lagi,"aplikasi,bagus,saya,sudah,guna,aplikasi,cukup,lama,cuma,pas,saya,terbaru,jadi,lot,lambat,jaringan,data,saya,bagus,ruang,saya,cukup,saya,mau,lebih,lancar,lagi",-24,negative
501,Wijaya Hadiyanto,4,2023-10-06T11:30:10.000,Aplikasi nya sudah bagus sudah canggih Dan bisa template dan juga ngedit itu sudah bagus dan tolong yang pencipta aplikasi ini memori nya kurang kan dan penggunaan data itu aja yang saya ingin sampai kan,"aplikasi,sudah,bagus,sudah,itu,sudah,bagus,tolong,yang,aplikasi,kurang,guna,data,itu,saja,yang,saya,sampai",-20,negative
502,Yoga Agustin,2,2023-11-02T21:46:41.000,"Saya tidak bisa memasukkan audio kedalam video yang sedang dibuat, malah kembali ke home pertama capcut, tolong diperbaiki ya developer kerusakan nya🙏🏻","saya,tidak,dalam,yang,buat,tolong,baik",-8,negative
503,khuroidatun Nadzifah,3,2023-10-30T03:23:04.000,"tolong dong, kenapa kalau pakai data tuh kayak suka lemot gitu, terus tiba tiba ngecrash, openingnya juga lama banget yang sekarang, padahal dulu sebelum update ngga loh","tolong,kalau,data,kayak,suka,lot,lama,yang,terbaru,tidak",-21,negative
504,buble milk tea Baru,4,2023-10-21T17:17:23.000,ya bagus sih tapi lebih suka CapCut dulu semenjak update buanyak banget hal hal yg bikin aku emosii harus gini gitu apalagi buat efeknya harus ada yg prenium saya jadi males soalnya kadang wah efek ini bagus terus pas saya lihat ternyata bayar,"bagus,lebih,suka,terbaru,yang,aku,emosi,harus,buat,efek,harus,ada,yang,saya,jadi,males,soal,kadang,wah,efek,bagus,pas,saya,lihat,nyata,bayar",15,positive
505,Melani Putri,1,2023-09-27T12:06:31.000,"Apaan si capcut aneh bgt, abis di update bukannya tambah bagus malah makin delay, padahal memori nya masih banyak, jaringan bagus, eh malah delay orang cuman buat video lirik aja ngelag parah aneh ni","apa,aneh,habis,terbaru,bukan,tambah,bagus,makin,delay,banyak,jaringan,bagus,delay,buat,saja,parah,aneh",11,positive
506,Sanchi Archyani,5,2023-09-22T14:03:45.000,Capcut itu seru bagus bisa pake preset juga bisa edit vidio bisa bikin teplate pokok nya cap cut no 1 deh aplikasi nya juga gak pernah ngeleg terus juga bisa liat liat jj orang poko nya aku kasih bintang 5 buat cap cut semangat ya para editor cap cut semoga tempalate nya nanti jauh lebih bagus amin tapi cuman loading nya itu bisa di percepat sedikit ga🙏🙏,"itu,seru,bagus,pokok,aplikasi,lihat,lihat,poko,aku,kasih,buat,semangat,para,moga,nanti,jauh,lebih,bagus,amin,itu,cepat,sedikit,tidak",12,positive
507,Hari Kurniawan,2,2023-10-22T11:25:07.000,"Aplikasinya udah bagus, tapi storagenya berubah jadi 1gb padahal akun saya sudah pro. Walaupun semacem notif buat memperpanjang langganan h-7 sebelum langganan habis tetep aja ini ngerusak experience user","aplikasi,sudah,bagus,jadi,saya,sudah,buat,panjang,langgan,langgan,habis,saja",9,positive
508,zhafha65 zhafha,5,2023-10-21T13:33:19.000,"untuk para cewek dan cowok khususnya,untuk pemuda yg suka selfie,aplikasi captut lebih tepatnya ngedit foto,hasil bagus dan gak ribet,pokoknya top lah...buruan downlod skrg.","para,pemuda,yang,suka,lebih,bagus,top",10,positive
509,Sri Mulyani,5,2023-09-23T19:47:12.000,Saya suka dengan aplikasi nya karena aplikasi ini memungkinkan pengguna untuk mengedit video secara profesional dengan berbagai fitur yang intuitif dan lengkap. (◍•ᴗ•◍),"saya,suka,aplikasi,karena,aplikasi,mungkin,guna,yang,intuitif,lengkap",-11,negative
510,Sahara Anggellina,5,2023-10-10T15:10:58.000,Fitur lengkap dan tersedia mode gratis 🤣😘tambah keren karna ada template teks. Sangat mudah dan membantu dalam proses editing🥰,"lengkap,sedia,gratis,tambah,karena,ada,teks,sangat,mudah,bantu,dalam,proses",23,positive
511,Laura Zvn,2,2023-09-19T16:25:01.000,"Kenapa ya, pas aku update tuh bukannya tambah bagus, tapi malah nge lag. Udah coba berkali kali tapi tetap aja nge lag, aku nya yang salah apa gimana sih??plis banyak template bagus yang belum ku coba😭🥲🙃","pas,aku,terbaru,bukan,tambah,bagus,sudah,coba,tetap,saja,aku,yang,salah,apa,banyak,bagus,yang,coba",8,positive
512,Harus Sukses,2,2023-09-29T12:57:26.000,"Gw heran ama apk capcut sekrng, make tamplet malh ngebug , ga sesuai musik macet2 masak harus di simpan dulu baru lancar , gmna mau liat cocok apa ga nya musik ama fto , tolong donk , kaya dulu aja apk nya , emosi gw lama2 make ni apk","saya,heran,sama,aplikasi,tidak,sesuai,musik,masak,harus,simpan,lancar,mau,lihat,cocok,apa,tidak,musik,sama,tolong,kaya,saja,aplikasi,emosi,saya,lama,aplikasi",-8,negative
513,Haris Haris,3,2023-09-30T16:33:31.000,Udah mantep pas udah updatan tapi masih ada yg kurang dulu bisa yg sekarang jadi tidak bisa fitur edit filter lewat app lain sekarang dirubah jadi berbayar hadu tapi mantep lah ok gua kasih bintang 5 soalnya tampilan riwayatnya tontonannya gak guna lagi riwatnya ada tapi liat vidio lagi riwayatnya gak ada riwayat ful,"sudah,mantap,pas,sudah,ada,yang,kurang,yang,jadi,tidak,lewat,lain,jadi,bayar,mantap,ok,saya,kasih,soal,tampil,tonton,guna,lagi,ada,lihat,lagi,ada",11,positive
514,Yuriza Ravairi,3,2023-10-31T18:37:27.000,kenapa capcut ku di ekspor tanpa tanda air masih ada tulisan capcut nya ya?? ada apasih uda di update makin ga bener padahal dulu kalo di ekspor tanpa tanda air gada bacaan capcut nya tapii sekarang ada bacaan capcut nya di pojok kanan atas jelek bgt,"tanda,air,ada,ada,terbaru,makin,tidak,benar,kalau,tanda,air,baca,ada,baca,pojok,atas,jelek",2,positive
515,Beni Beni,5,2023-10-11T19:51:45.000,"Aplikasi yg sangat menyenangkan untuk berekspresi, aplikasi sangat membantu dan sudah di sediakan templat yg keren dan lengkap.. Good...","aplikasi,yang,sangat,senang,ekspres,aplikasi,sangat,bantu,sudah,sedia,yang,lengkap,bagus",8,positive
516,Vika Nuraini11,2,2023-09-23T04:55:00.000,"pass udah di update ngelag parahh, pdhl penyimpanan masih bnyakk. terus kalo mw mengedit video memuat efeknya 0% terus, gue nungguin hampir satu jam gilaaa. jelek bgttt, mhon diperbaiki yaaa","sudah,terbaru,parah,simpan,kalau,efek,saya,tunggu,satu,jelek,baik",0,neutral
517,windy syafira,1,2023-09-18T18:34:54.000,"Kenapa yah selama akhirr di update ini kok kalau menggunakan template tapi ukuran gambar nya gak penuh gituu gk bebas,gk sesuai sama ukuran yg di template sebenarnya..tolong di perbaiki donkk","lama,terbaru,kalau,guna,ukur,gambar,tidak,sesuai,sama,ukur,yang,baik",7,positive
518,Dion Wardana,5,2023-10-22T19:47:25.000,Sangat bagus templat nya . tapi ada hal yang harus di tambah mohon logo capcut nya harus di hilang kan . masak mau menghapus logo nya dari tik tok semoga di laksana kan ya min,"sangat,bagus,ada,yang,harus,tambah,mohon,harus,hilang,masak,mau,hapus,dari,moga",4,positive
519,Syofie Berlianti,2,2023-10-10T21:24:07.000,"Kurang suka updatean yang sekarang, masa iya mau pake template kalo ganti foto lagi harus scroll lagi ke galeri awal, mana foto aku sampe ribuan lagi. Mohon diperbaiki lagi 🙏🙏","kurang,suka,yang,mau,kalau,ganti,foto,lagi,harus,lagi,awal,foto,aku,sampai,lagi,mohon,baik,lagi",2,positive
520,najma nurhayah,5,2023-09-14T17:02:12.000,"Mantap,keren keren template nya,terus juga gampang bgt ngeditnya,hasil nya bagus pula,apalagi kalau sy buat video di capcut bisa dapat duit,top bgt Deh capcut","gampang,bagus,kalau,saya,buat,dapat",5,positive
521,eska 70,5,2023-09-20T04:58:21.000,Dengan adanya allplikasi capcut memudahkan kita dalam mengedit video..terus kembangkan..agar bisa menjadi lebih baik lgi..,"ada,mudah,dalam,jadi,lebih,baik,lagi",13,positive
522,Nurr Rahmann,5,2023-10-09T21:12:01.000,"Apk nya sangat bagus dan mengesankan kan tetapi untuk beberapa delay dalam pembuatan vidio nya, itu ndak bisa selaras karna adanya perubahan patah"", whahah itu aja","aplikasi,sangat,bagus,delay,dalam,buat,itu,tidak,selaras,karena,ada,patah,itu,saja",-10,negative
523,Ridho Waibi,1,2023-12-03T17:09:56.000,"Kenapa sekarang capcut tidak mendukung versi hp 8.1 ,bukanny biasanya bisa ya?, tolong perbaiki dong agar capcut lebih rmah lgi dihp kentang","tidak,dukung,biasa,tolong,baik,agar,lebih,lagi",-3,negative
524,Rani Anggraeni,5,2023-10-25T21:09:27.000,"Bagus, terdapat banyak template buat kamu yg pingin bikin video menarik tapi gak bisa ngedit,,buat yang jago edit juga banyak filter dan yang lainnya pokonya lengkap ..","bagus,dapat,banyak,buat,yang,pingin,tarik,yang,jago,banyak,yang,lain,poko,lengkap",-1,negative
525,Sandi Ardiansyah,5,2023-10-13T13:47:32.000,"Saya kasih bintang 5 untuk aplikasi CAPCUT ini,karena aplikasi ny keren,mantap dan ok. Saya bisa mengedit Vidio yg jelek menjadi bagus dan keren,pokok nya keren abis buat CAPCUT ini.","saya,kasih,aplikasi,aplikasi,ok,saya,yang,jelek,jadi,bagus,habis,buat",-11,negative
526,Anggun Maya laura,3,2023-10-10T23:13:32.000,ini capcut kenapa makin kesini makin lemot apalagi kalo kita nambahin vidio di versi slowmo halus sumpah itu loading nya lama banget jadi bikin males ngeditnya. Tolonglah di perbaiki lagi,"makin,makin,lot,kalau,sumpah,itu,lama,jadi,males,tolong,baik,lagi",-10,negative
527,Sinta Komala,5,2023-09-29T19:03:48.000,"Aplikasinya berguna banget buat aku yang suka buat jj dan tugas literasi..makasi banget buat developer capcut,di dalam aplikasi nya kita juga bisa berinteraksi dengan kreator pembuatan template pokoknya Deebest dehh","aplikasi,guna,buat,aku,yang,suka,buat,tugas,buat,dalam,aplikasi,interaksi,buat,pokok",5,positive
528,sari indah,1,2023-10-13T16:09:52.000,"Uda bolak balik uninstall dan bersihkan chace kenapa gabisa digunakan ya? Ketika akan diotorisasikan dgn Tiktok selalu muncul tulisan ""could not sign in, try again later"".","balik,copot,guna,muncul",0,neutral
529,Silvia Ayuu,4,2023-11-02T15:43:56.000,"Aplikasinya Uda bagus, buat ngedit/mencari templat juga gampang, tapi kalo ngedit kadang suka lag, jdi tolong diperbaiki lagi","aplikasi,bagus,buat,gampang,kalau,kadang,suka,jadi,tolong,baik,lagi",7,positive
530,Jaya Wijaya,1,2023-09-23T19:51:13.000,Jelek banget!! Ini aplikasi terburuk tersampah!! Iyuhhhh janga download!! Aku udah cape2 ngedit tb2 eror gtw kenapa! Aku harus ngedit semua teks nya dan sound nya? Duhhh kecewa banget! Jari dh pegel malah ngulang! Dsr payah,"jelek,aplikasi,buruk,sampah,aku,sudah,capek,error,aku,harus,semua,teks,jari,sudah",-24,negative
531,Haris Hermansyah,5,2023-09-19T04:26:58.000,Sangat bagus dan saya suka foto yang saya edit menjadi sangat keren dan unik jadi saya kasih bintang 5 ya buat capcut juga walaupun sudah banyak video tapi tidak full memory terimakasih capcut,"sangat,bagus,saya,suka,foto,yang,saya,jadi,sangat,jadi,saya,kasih,buat,sudah,banyak,tidak,terima kasih",11,positive
532,OPPO A3s,5,2023-10-17T13:42:26.000,Aplikasinya bagus banget 🤗tapi kenapa sering nglek gitu pas aku mau nulis templat tiba tiba keluar sendiri terus😞 pas aku mau ngedit video tiba tiba nglek 😩😩jadi lama lama kesel sendiri.aku tetep kasih bintang 🌟🌟🌟🌟🌟 5 tapi dibenerin untuk yang membuat aplikasi ini🙏🏻,"aplikasi,bagus,sering,pas,aku,mau,keluar,sendiri,pas,aku,mau,jadi,lama,lama,kesel,kasih,benar,yang,buat,aplikasi",-1,negative
533,qonitazhra0,5,2023-10-01T21:06:56.000,"Bagus bett , jadii kalau males ngedit bisa makai template dan keren2 si templat nya tapi terkadang kalauu nyimpen vidio / apapun itu pasti kdang suka nge lag. Cumaa ini udah bagusss , aku kasih bintang 5 yaa😀😀","bagus,jadi,kalau,males,terkadang,apa,itu,pasti,kadang,suka,sudah,aku,kasih",12,positive
534,Rahmanda Iswandari,4,2023-10-30T18:50:05.000,pas aku pertama download aplk ini gatau cara nya gimana orang baru download setelah sekian lama saya jadi suka sih Sama aplk ini seru banget bisa JJ cari templat bikin Vidio sendiri tapi setelah aku menggunakan aplk ini sekarang jadi banyak update banyak bug tolong di perbaiki ya😊,"pas,aku,aplikasi,gatau,lama,saya,jadi,suka,sama,aplikasi,seru,cari,sendiri,aku,guna,aplikasi,jadi,banyak,terbaru,banyak,tolong,baik",6,positive
535,Putra Bahtiar,3,2023-10-20T18:17:01.000,"Stress gw lama lama gua padahal ga pake pro, tapi pas liat kok ada lambang pronya eh malah disuruh bayar padahal nggak pake pro sama sekali katanya gw pake efek penyesuaian otomatis padahal saya nggak pencet tuh efek kenapa ya","stres,saya,lama,lama,saya,tidak,pas,lihat,ada,lambang,suruh,bayar,tidak,sama,sekali,kata,saya,efek,sesuai,otomatis,saya,tidak,pencet,efek",-22,negative
536,cahya gradhika,1,2023-10-16T02:11:02.000,Setiap buat tamplate. Gak dapat bonus. Buat nya kapan & fyp nya kapan. Mending setiap tamplate jangka waktu bonus di 1 bulan. Ini malah setiap minggu. Iyaa kalau fyp. Yg gak bisa selalu upload tiap hari jadi susah. Tolong kebijakan nya di benerin lagi. Kasihan yg gak bisa upload tiap hari. Di permudah fyp utk akun² / org² yg gak bisa selalu / tiap hari upload. Kalau udah gampang fyp nya saya kasih ⭐5.,"buat,dapat,bonus,buat,jangka,bonus,bulan,kalau,yang,jadi,susah,tolong,bijak,lagi,kasih,yang,mudah,yang,kalau,sudah,gampang,saya,kasih",5,positive
537,Sandi Iskandar,4,2023-11-30T18:48:39.000,"Aplikasi yang gampang Support ⁴K¹²⁰FPS Namun Ada Beberapa Kekurangan Yang Harus Di Benahi 1. JJ MASIH KAKU GAK KAYAK Tetanggga Sebelah 2. Aplikasi Terlalu Memakan Banyak Ram 3. Banyak Bug² Meresahkan Dan Kepada Developer🙏 Harap Baca Pesan Ini Dan Tolong Perbaiki Bug² Yang Masih "" UGAL UGALAN "" 🗿","aplikasi,yang,gampang,support,ada,kurang,yang,harus,kayak,belah,aplikasi,terlalu,makan,banyak,banyak,resah,harap,baca,pesan,tolong,baik,yang",-19,negative
538,Valleno Nico,1,2023-09-07T08:35:00.000,"Sangat tidak bisa digunakan untuk HP ram 4 kebawah, ketika ekspor video otomatis force close dan kembali ke halaman utama. Setelah itu progres editing pun hilang. Saya meminta solusi untuk update-an terbaru, agar bisa digunakan oleh HP dengan ram 4 kebawah seperti sebelumnya","sangat,tidak,guna,otomatis,paksa,tutup,itu,pun,hilang,saya,minta,solusi,agar,guna,seperti",-7,negative
539,Silvia Tri utami,2,2023-12-02T16:47:42.000,"Yang buat mencari template yg lainnya tidak bisa digunakan pasti selalu muncul tulisan 'tidak dapat dimuat, ketuk untuk mencoba lagi'","yang,buat,cari,yang,lain,tidak,guna,pasti,muncul,tidak,dapat,coba,lagi",-20,negative
540,Mirwan Nurzaman,3,2023-09-09T21:35:08.000,"udah update kok fitur putar balik/reverse nya gak bener ya (bug) saya coba beberapa kali, udah di hapus data juga, kok tetep gitu...gimana ini, tolong perbaiki lah mau edit nih buat konten","sudah,terbaru,benar,saya,coba,sudah,hapus,data,tolong,baik,mau,buat",12,positive
541,Abdul Hamid,5,2023-10-31T05:08:03.000,Aplikasi ini menurut saya bagus sekali banyak membantu saya untuk mengedit Video sesuai keinginan saya dan hasilnya sangat memuaskan seperti yang saya inginkan Untuk itu jangan ragu untuk menggunakan Aplikasi ini.,"aplikasi,turut,saya,bagus,sekali,banyak,bantu,saya,sesuai,saya,hasil,sangat,muas,seperti,yang,saya,itu,jangan,ragu,guna,aplikasi",-15,negative
542,JMB,1,2023-11-07T18:52:57.000,"Apk apaan dah padahal sinyal gw bagus tapi ga bisa ke proses editny dan jg lambat bet kalo mau gunain tamplat anj siapa dah Dev ny kurang di perbaiki ini apk lu, tolol emg yang buat ni apk, ga bisa di perbaiki apa?? Gw sebenernya mau kasi bintang 0 malah ga bisa kntl","aplikasi,apa,sudah,saya,bagus,tidak,proses,lambat,kalau,mau,anjing,siapa,sudah,kurang,baik,aplikasi,tolol,emg,yang,buat,aplikasi,tidak,baik,apa,saya,sebenarnya,mau,kasih,tidak",-24,negative
543,Ahmad Joko,4,2023-10-16T20:06:39.000,Aplikasinya sangat bagus bisa mengedit namun ada sedikit masalah pas saya mengesit tiba tiba layar hp saya menjadi gelap saya tidak tau kenapa tolong diperbaiki lagi yaa,"aplikasi,sangat,bagus,ada,sedikit,masalah,pas,saya,saya,jadi,gelap,saya,tidak,tahu,tolong,baik,lagi",-15,negative
544,7B_32_Pradnya,5,2023-09-23T19:05:03.000,"Aplikasi nya menghibur banget sii ini guys, buat yg suka buat jadag jedug WAJIB DONWLOAD SERU dan MENARIK BGT template nyaa intinya masalah yg lain menurut aku nggak terlalu bkin Stres yaa karna itu udh biasa yg ada kesalahan di pemutaran template nya Pokoknya coba dulu deh... Bagus kok nggak seburuk ituhh guys","aplikasi,buat,yang,suka,buat,wajib,seru,tarik,masalah,yang,lain,turut,aku,tidak,terlalu,stres,karena,itu,biasa,yang,ada,salah,pokok,coba,bagus,tidak,buruk",-36,negative
545,Yudi Trya,3,2023-11-12T20:26:38.000,"Mohon bantuanya, aplikasi capcut saya sudah saya update tapi daftar templat nya kok malah ngak ada ya? Tolong kasih tau gimana caranya agar daftar templat ada lagi.","mohon,aplikasi,saya,sudah,saya,terbaru,daftar,tidak,ada,tolong,kasih,tahu,agar,daftar,ada,lagi",2,positive
546,fira nayo,4,2023-09-29T18:06:47.000,"kesalahannya cuma 1 bagi saya, pas saya mau bikin vidio tiba-tiba vidio nya jadi seperti diperlambat tatapi soundnya masih tetap biasa jadi vidionya itu ter tinggal sama soundnya cuma 1 itu kronologi terimakasi 🙏","salah,cuma,bagi,saya,pas,saya,mau,jadi,seperti,lambat,tatap,tetap,biasa,jadi,itu,tinggal,sama,cuma,itu,kronologi",1,positive
547,DODIK KING 135,1,2023-11-26T01:43:19.000,"Dulu ok, skrg jadi banyak bug malah iklan mulu yg duluin. Kehancuran berawal dari merasa paling penting.","ok,jadi,banyak,melulu,yang,awal,dari,rasa,penting",0,neutral
548,Ridho Mahawira,5,2023-09-07T06:09:22.000,Capcut tolong bikinin fitur eye contact dong. Di android belom ada nih. Saya sebagai pengguna Pro merasa perlu. Dan fitur ini bisa lebih membantu daripada promter.,"tolong,bom,ada,saya,guna,rasa,perlu,lebih,bantu",5,positive
549,Ayi Ernawati,5,2023-09-25T21:36:27.000,Bagus sih ya buat yang males ngedit pake am cuma sedikit ada masalah sekarang ketika saya mau mengedit foto susah banget login nya jadi nya gak enak lama padahal jaringan bagus,"bagus,buat,yang,males,cuma,sedikit,ada,masalah,saya,mau,foto,susah,jadi,enak,lama,jaringan,bagus",-4,negative
550,silvan cicilia,5,2023-11-24T20:14:30.000,Aplikasi yang gak bosenin karena bisa lihat hasil video video yang dibuat kita ini sangat seru dan bisa menjadi aplikasi senang senang 😁👍,"aplikasi,yang,karena,lihat,hasil,yang,buat,sangat,seru,jadi,aplikasi,senang,senang",5,positive
551,Fauzan Sandy Pradana,1,2023-10-27T01:06:28.000,"Saya menemukan masalah dimana saya tidak bisa mencari template video di kolom pencarian dan selalu muncul tulisan ""Tidak dapat dimuat. Ketuk untuk mencoba lagi.""","saya,temu,masalah,saya,tidak,cari,cari,muncul,tidak,dapat,coba,lagi",-22,negative
552,Adinda puteri,5,2023-10-21T18:30:47.000,"Baguss banget template nyaa, cuman klo kita mau ngecoba template nya pas udah di ekspor ftony kok bisa lemot yhaa???(di seluruh template Minta tolong diperbaiki yhaaa itu aja makasiii","bagus,kalau,mau,pas,sudah,lot,minta,tolong,baik,itu,saja",5,positive
553,Shakila Adiba musnah,4,2023-11-22T19:44:10.000,Knp y ps sy lg ngedit gt agk ngelag sma suka keluar dr aplikasi gt lo dan tolong segera di perbaiki. Dan knp pas download ny itu lama?,"saya,lagi,sama,suka,keluar,dari,aplikasi,tolong,segera,baik,pas,itu,lama",-9,negative
554,Untung Dwi soko,5,2023-10-04T12:06:49.000,"Sudah 2tahun saya mengunakan capcut,saya suka dengan aplikasi ini yang semakin bagus fitur2nya,tolong kembangkan lagi dalam efek slow motion nya agar lebih mantap lagi,terimakasih...🙏👍","sudah,saya,suka,aplikasi,yang,makin,bagus,kembang,lagi,dalam,efek,slow,agar,lebih,mantap",8,positive
555,xing p,3,2023-11-01T14:11:14.000,Aku kasih 3 bintang dulu Capcut ini udh 3 tahun . Baru kali muncul ada bug gak sesuai yang ad video udah edit kan . Gambar kosong.,"aku,kasih,muncul,ada,sesuai,yang,ada,sudah,gambar,kosong",12,positive
556,wiwit binti kardi,1,2023-09-25T12:20:51.000,Sumpah ngeselin banget si capcut ini...udah sabar selama seminggu mencoba untuk ekspor tapi ga jadi2.. yg ada tiap di akhir ekspor pasti aplikasi keluar sendiri...waar biasa sekali...buang2 waktu..kuota..hapus bae lah dari hp..kalaupun dikirim umpan balik ga nylesaiin masalah..sampe sini saja..terima kasih banyak atas kekesalan ini😛🤧,"sumpah,ngeselin,sabar,lama,coba,tidak,jadi,yang,ada,pasti,aplikasi,keluar,biasa,dari,kirim,umpan,balik,tidak,kasih,banyak,atas,kesal",-13,negative
557,RENDI NOVIANDI,4,2023-10-27T12:26:56.000,"Aplikasi nya bagus dan lengkap dan juga cocok untuk mengedit video dan bisa memakai template yg sedang trend juga.Anyway, this application is good..","aplikasi,bagus,lengkap,cocok,yang,bagus",1,positive
558,hanifa Septika,5,2023-11-16T19:56:06.000,capcut memang bisa edit foto/vidio tapi cuman pp nya aj yang agak kurang gk punya otak gitu jadi agak malas mau buka capcut Tapi gimana lagi hasil dari jj capcut bagus gk ada lawan,"memang,saja,yang,kurang,tidak,punya,otak,jadi,malas,mau,buka,lagi,hasil,dari,bagus,tidak,ada,lawan",-2,negative
559,Fariz Zakiri,1,2023-11-27T21:48:15.000,Sebelumnya apk ini oke banget sekarang malah jadi no banget. Ngbug dimana mana hasil video tidak sama seperti template 👎,"aplikasi,oke,jadi,hasil,tidak,sama,seperti",-1,negative
560,Aldi Brakis,5,2023-10-11T18:31:38.000,Bagus. Ada sedikit saran. Mungkin bisa berguna juga kalau bagian mengimpornya bisa diimpor dalam bentuk foto juga. Karna filter dari templatenya sgt bagus.,"bagus,ada,sedikit,saran,mungkin,guna,kalau,bagi,dalam,bentuk,foto,karena,dari,sangat,bagus",14,positive
561,Yana Wahyuningsih,5,2023-11-17T19:55:22.000,"Semenjak download capcut jadi suka edit foto dan video..disini banyak banget template yg bisa kita gunakan, kita tinggal pilih sesuai yg kita mau","jadi,suka,foto,banyak,yang,guna,tinggal,pilih,sesuai,yang,mau",8,positive
562,Adit 145,3,2023-11-01T15:04:08.000,"Mau masuk apk nya aja nunggu se abad,udah apk nya sekarang jadi berat+masuknya lama,kalo mau kayak dulu lagi lah cuma 50mb,yang HP nya ram 2GB,mending jangan dowload ni apk edit","mau,aplikasi,saja,nunggu,aplikasi,jadi,mau,kayak,lagi,cuma,jangan,aplikasi",-15,negative
563,Rabbit Man,5,2023-11-25T23:38:13.000,"Awal nya sih coba coba,lah kok enakk,besok nya saya coba lagi,kok makin enak,sejak saat itu saya mulai rutin make capcut","awal,coba,coba,saya,coba,makin,itu,saya,mulai",3,positive
564,Sulthan Athallah,4,2023-09-28T06:16:26.000,Akan lebih bagus lagi jika di capcut kita bisa mengatur lokasi penyimpan hasil editan ke kartu sd supaya memori internal hp gak terlalu penuh buat nyimpen video editan kita. Saya harap fitur itu segera dihadirkan seperti aplikasi edit video lainnya yang sudah punya fitur tersebut.,"lebih,bagus,lagi,atur,simpan,hasil,supaya,terlalu,buat,saya,harap,itu,segera,hadir,seperti,aplikasi,lain,yang,sudah,punya",-6,negative
565,01 Abi Naya,4,2023-11-08T17:24:03.000,"Bintang empat dulu, soal nya masih ada masalah pas aku mau naro audio di projek malah tiba tiba keluar projek dan gak bisa di masukin deh audio nya","soal,ada,masalah,pas,aku,mau,keluar",6,positive
